N_RIGA;ID_LIBRO;TITOLO;AUTORE;GENERE;ANNO_PUBBLICAZIONE;CASA_EDITRICE;ISBN;LINGUA;N_PAGINE;DISPONIBILE;DATA_INIZIO_PRESTITO;DATA_FINE_PRESTITO
932;LIB0932;Il Colibrì;Sandro Veronesi;Romanzo;1703;Bompiani;978-26-444-2352-1;Italiano;383;SI;NULL;NULL
933;LIB0933;Salambò;Gustave Flaubert;Romanzo storico;1350;Einaudi;978-61-368-2393-2;Italiano;1202;SI;NULL;NULL
934;LIB0934;Le Confessioni di un Italiano;Ippolito Nievo;Romanzo storico;1744;Einaudi;978-27-592-4245-3;Italiano;347;SI;NULL;NULL
935;LIB0935;Odissea;Omero;Poema epico;1967;Einaudi;978-35-674-9589-4;Italiano;1250;NO;2026-03-23;2026-06-21
936;LIB0936;I Demoni;Fëdor Dostoevskij;Romanzo politico;1373;Einaudi;978-65-431-2467-5;Italiano;625;NO;2026-03-05;2026-06-03
937;LIB0937;Le Notti Bianche;Fëdor Dostoevskij;Racconto;1723;Feltrinelli;978-56-456-4120-6;Italiano;947;SI;NULL;NULL
938;LIB0938;Stiller;Max Frisch;Romanzo;1908;Feltrinelli;978-13-888-5994-7;Italiano;1422;NO;2026-04-23;2026-07-22
939;LIB0939;Amatissima;Toni Morrison;Romanzo;1658;Frassinelli;978-66-738-3389-8;Italiano;1342;SI;NULL;NULL
940;LIB0940;Tenera è la Notte;F. Scott Fitzgerald;Romanzo;1539;Mondadori;978-97-482-3555-9;Italiano;488;SI;NULL;NULL
941;LIB0941;Il Mestiere di Vivere;Cesare Pavese;Diario;1387;Einaudi;978-16-348-3419-0;Italiano;310;SI;NULL;NULL
942;LIB0942;La Valle delle Querce;Anita Desai;Romanzo;1594;Mondadori;978-53-810-2823-1;Italiano;108;SI;NULL;NULL
943;LIB0943;Vivere;Yu Hua;Romanzo;1782;Einaudi;978-52-314-9814-2;Italiano;126;NO;2026-03-30;2026-06-28
944;LIB0944;Non è un Paese per Vecchi;Cormac McCarthy;Romanzo;1859;Einaudi;978-43-661-8913-3;Italiano;1151;SI;NULL;NULL
945;LIB0945;Il Conte di Montecristo;Alexandre Dumas;Avventura;1444;Newton Compton;978-12-485-9631-4;Italiano;1448;NO;2026-04-13;2026-07-12
946;LIB0946;L'Amante;Marguerite Duras;Romanzo;1474;Feltrinelli;978-46-305-5444-5;Italiano;203;NO;2026-04-19;2026-07-18
947;LIB0947;Le Avventure di Tom Sawyer;Mark Twain;Avventura;1970;Mondadori;978-18-497-5445-6;Italiano;97;SI;NULL;NULL
948;LIB0948;Per chi Suona la Campana;Ernest Hemingway;Romanzo di guerra;1975;Mondadori;978-23-119-5792-7;Italiano;817;SI;NULL;NULL
949;LIB0949;David Copperfield;Charles Dickens;Romanzo di formazione;1964;Newton Compton;978-39-489-9331-8;Italiano;871;SI;NULL;NULL
950;LIB0950;Il Ritratto di Dorian Gray;Oscar Wilde;Romanzo estetico;1401;Newton Compton;978-72-987-9709-9;Italiano;726;NO;2026-04-10;2026-07-09
951;LIB0951;L'Era del Sospetto;Nathalie Sarraute;Saggio;1503;Einaudi;978-68-674-1352-0;Italiano;1105;NO;2026-03-17;2026-06-15
952;LIB0952;Delitto e Castigo;Fëdor Dostoevskij;Romanzo psicologico;1842;Garzanti;978-52-601-7445-1;Italiano;704;SI;NULL;NULL
953;LIB0953;Invito a una Decapitazione;Vladimir Nabokov;Romanzo;1318;Adelphi;978-97-460-6822-2;Italiano;790;SI;NULL;NULL
954;LIB0954;Robinson Crusoe;Daniel Defoe;Avventura;1541;Einaudi;978-45-931-2015-3;Italiano;1106;SI;NULL;NULL
955;LIB0955;Fondazione e Impero;Isaac Asimov;Fantascienza;1696;Mondadori;978-81-386-4695-4;Italiano;140;NO;2026-03-03;2026-06-01
956;LIB0956;I Racconti del Terrore;Edgar Allan Poe;Horror;1702;Newton Compton;978-27-189-7262-5;Italiano;1425;SI;NULL;NULL
957;LIB0957;I Buddenbrook;Thomas Mann;Romanzo;1994;Corbaccio;978-90-802-4726-6;Italiano;1334;SI;NULL;NULL
958;LIB0958;Germinale;Émile Zola;Naturalismo;1886;Einaudi;978-64-419-6395-7;Italiano;392;SI;NULL;NULL
959;LIB0959;La via Familiare;Ben Okri;Romanzo;1434;Garzanti;978-93-241-9869-8;Italiano;503;SI;NULL;NULL
960;LIB0960;Papà Goriot;Honoré de Balzac;Realismo;1507;Einaudi;978-49-805-9582-9;Italiano;362;SI;NULL;NULL
961;LIB0961;Il Meglio di Asimov;Isaac Asimov;Fantascienza;1740;Mondadori;978-93-678-3589-0;Italiano;377;SI;NULL;NULL
962;LIB0962;De Profundis;Oscar Wilde;Memoir;1870;Newton Compton;978-25-288-6203-1;Italiano;1171;SI;NULL;NULL
963;LIB0963;Il Libro dell'Inquietudine;Fernando Pessoa;Diario;1449;Feltrinelli;978-50-523-7737-2;Italiano;140;SI;NULL;NULL
964;LIB0964;Il Sistema Periodico;Primo Levi;Memoir;1952;Einaudi;978-29-897-4079-3;Italiano;640;NO;2026-03-28;2026-06-26
965;LIB0965;Il Mondo Nuovo;Aldous Huxley;Distopia;1489;Mondadori;978-88-731-5372-4;Italiano;133;SI;NULL;NULL
966;LIB0966;Herzog;Saul Bellow;Romanzo;1927;Mondadori;978-86-337-4783-5;Italiano;552;SI;NULL;NULL
967;LIB0967;La Danzatrice di Izu;Yasunari Kawabata;Racconto;1667;Mondadori;978-98-898-8808-6;Italiano;242;NO;2026-04-22;2026-07-21
968;LIB0968;Cassandra;Christa Wolf;Romanzo;1919;Einaudi;978-93-482-4014-7;Italiano;1040;SI;NULL;NULL
969;LIB0969;Moby Dick;Herman Melville;Avventura;1803;Einaudi;978-27-267-4166-8;Italiano;1050;NO;2026-03-15;2026-06-13
970;LIB0970;Le Città Invisibili;Italo Calvino;Narrativa;1718;Einaudi;978-44-522-4646-9;Italiano;110;SI;NULL;NULL
971;LIB0971;Io Robot;Isaac Asimov;Fantascienza;1507;Mondadori;978-18-281-8197-0;Italiano;498;SI;NULL;NULL
972;LIB0972;Lo Scontro dei Re;George R.R. Martin;Fantasy;1801;Mondadori;978-51-987-8496-1;Italiano;1488;SI;NULL;NULL
973;LIB0973;Fahrenheit 451;Ray Bradbury;Distopia;1737;Mondadori;978-15-722-7232-2;Italiano;909;SI;NULL;NULL
974;LIB0974;Infinite Jest;David Foster Wallace;Postmoderno;1703;Einaudi;978-83-708-9784-3;Italiano;1332;SI;NULL;NULL
975;LIB0975;La Ragazza che Giocava con il Fuoco;Stieg Larsson;Thriller;2021;Marsilio;978-76-211-8399-4;Italiano;158;SI;NULL;NULL
976;LIB0976;Undici Minuti;Paulo Coelho;Romanzo;1343;Bompiani;978-76-650-7481-5;Italiano;583;SI;NULL;NULL
977;LIB0977;Uno Studio in Rosso;Arthur Conan Doyle;Giallo;1340;Newton Compton;978-59-628-1807-6;Italiano;1222;NO;2026-03-03;2026-06-01
978;LIB0978;La Nausea;Jean-Paul Sartre;Esistenzialismo;1750;Einaudi;978-48-892-5684-7;Italiano;895;SI;NULL;NULL
979;LIB0979;Emma;Jane Austen;Romanzo sentimentale;1732;Newton Compton;978-88-155-9470-8;Italiano;682;SI;NULL;NULL
980;LIB0980;Resurrezione;Lev Tolstoj;Romanzo;1774;Einaudi;978-67-192-9202-9;Italiano;1403;NO;2026-02-24;2026-05-25
981;LIB0981;Il Guardiano degli Innocenti;Andrzej Sapkowski;Fantasy;1899;Mondadori;978-27-502-7775-0;Italiano;1199;SI;NULL;NULL
982;LIB0982;Amore;Toni Morrison;Romanzo;1325;Frassinelli;978-68-704-4308-1;Italiano;446;SI;NULL;NULL
983;LIB0983;Il Cercatore d'Oro;Jean-Marie Le Clézio;Romanzo;1392;Einaudi;978-51-808-3686-2;Italiano;592;SI;NULL;NULL
984;LIB0984;L'Infelicità Senza Desideri;Peter Handke;Racconto;1426;Garzanti;978-24-823-8362-3;Italiano;266;SI;NULL;NULL
985;LIB0985;Il Conformista;Alberto Moravia;Romanzo;1387;Bompiani;978-59-844-9383-4;Italiano;1152;SI;NULL;NULL
986;LIB0986;Pippi Calzelunghe;Astrid Lindgren;Fiaba;1463;Salani;978-80-489-1719-5;Italiano;855;SI;NULL;NULL
987;LIB0987;VALIS;Philip K. Dick;Fantascienza;1643;Fanucci;978-94-983-3459-6;Italiano;1238;NO;2026-03-16;2026-06-14
988;LIB0988;Il Tempo Ritrovato;Marcel Proust;Modernismo;1448;Einaudi;978-16-529-6047-7;Italiano;446;SI;NULL;NULL
989;LIB0989;Sottomissione;Michel Houellebecq;Romanzo;1756;Bompiani;978-90-285-2926-8;Italiano;671;SI;NULL;NULL
990;LIB0990;Il Secondo Sesso;Simone de Beauvoir;Saggio;1507;Einaudi;978-89-883-5146-9;Italiano;87;NO;2026-02-19;2026-05-20
991;LIB0991;Harry Potter e i Doni della Morte;J.K. Rowling;Fantasy;1809;Salani;978-79-926-1094-0;Italiano;1101;SI;NULL;NULL
992;LIB0992;Gente di Dublino;James Joyce;Racconti;1805;Mondadori;978-37-702-8794-1;Italiano;567;SI;NULL;NULL
993;LIB0993;Origine;Dan Brown;Thriller;1752;Mondadori;978-86-714-1107-2;Italiano;242;NO;2026-04-24;2026-07-23
994;LIB0994;Il Dottor Zivago;Boris Pasternak;Romanzo storico;1860;Feltrinelli;978-89-743-4401-3;Italiano;649;NO;2026-05-06;2026-08-04
995;LIB0995;La Guerra dei Mondi;H.G. Wells;Fantascienza;1451;Newton Compton;978-93-457-1601-4;Italiano;192;NO;2026-03-08;2026-06-06
996;LIB0996;La Donna di Sabbia;Kobo Abe;Romanzo;1333;Einaudi;978-83-958-5889-5;Italiano;1446;SI;NULL;NULL
997;LIB0997;Una Giornata di Ivan Denisovic;Alexander Solzhenitsyn;Racconto;1389;Einaudi;978-23-526-3920-6;Italiano;180;NO;2026-04-15;2026-07-14
998;LIB0998;Il Codice Da Vinci;Dan Brown;Thriller;1591;Mondadori;978-94-808-3906-7;Italiano;1331;SI;NULL;NULL
999;LIB0999;Il Falcone Maltese;Dashiell Hammett;Noir;1892;Mondadori;978-14-195-5903-8;Italiano;817;SI;NULL;NULL
1000;LIB1000;Il Cavaliere Inesistente;Italo Calvino;Romanzo;1688;Einaudi;978-64-963-2063-9;Italiano;218;NO;2026-03-18;2026-06-16
